"sex","age","state","undocu","edyrs","income"
"Male",58,"Other","Yes",9,59.725
"Female",32,"New York","No",12,86.563
"Female",72,"Other","No",15,85.242
"Female",45,"New York","No",11,93.111
"Male",65,"Other","Yes",8,50.949
"Female",54,"New York","Yes",4,61.137
"Male",37,"Other","Yes",5,40.442
"Male",55,"Other","No",11,74.022
"Male",49,"Other","No",12,76.188
"Female",43,"California","No",8,81.495
"Male",43,"California","No",10,98.631
"Female",47,"Other","No",13,78.609
"Male",46,"Other","Yes",8,50.057
"Male",53,"New York","No",8,85.1
"Female",63,"California","Yes",5,62.419
"Male",38,"California","No",7,75.908
"Male",37,"Florida","No",12,82.321
"Female",53,"Texas","Yes",6,54.717
"Male",40,"Illinois","No",12,83.281
"Female",58,"Florida","No",11,95.22
"Male",57,"California","Yes",1,53.873
"Male",55,"Florida","No",13,87.557
"Female",59,"New York","No",9,83.412
"Male",45,"Texas","No",12,79.376
"Female",51,"Illinois","Yes",7,56.399
"Male",54,"Illinois","No",9,81.473
"Male",38,"Texas","No",11,77.58
"Male",47,"California","No",5,78.889
"Female",66,"California","No",7,82.887
"Male",38,"California","No",12,93.106
"Female",57,"California","No",7,82.105
"Male",49,"Florida","No",13,88.919
"Male",65,"Texas","No",11,79.172
"Male",50,"Texas","Yes",6,63.092
"Female",64,"Texas","Yes",7,52.913
"Male",41,"New York","No",11,85.94
"Male",55,"New York","No",9,91.318
"Female",76,"Texas","No",11,80.249
"Female",44,"California","No",10,86.062
"Female",64,"Other","No",12,79.493
"Female",60,"Texas","No",12,83.167
"Female",57,"Illinois","No",12,88.287
"Female",58,"New York","No",9,86.967
"Female",57,"Other","No",11,80.597
"Female",38,"Other","No",9,63.766
"Female",48,"California","No",8,82.221
"Female",35,"Other","Yes",4,47.711
"Female",45,"Florida","No",11,79.401
"Female",46,"Other","No",10,67.971
"Male",55,"Other","No",15,87.386
"Female",51,"California","No",9,87.106
"Female",75,"California","No",9,84.063
"Male",60,"Florida","No",13,90.101
"Male",43,"New York","No",9,86.718
"Male",58,"Other","No",8,64.239
"Male",65,"New York","No",10,105.44
"Male",49,"Other","Yes",8,47.591
"Male",58,"California","Yes",3,59.853
"Male",58,"Other","No",10,74.113
"Male",52,"California","No",8,84.049
"Female",47,"Other","No",8,61.233
"Male",57,"Illinois","No",11,89.718
"Male",49,"Other","No",11,71.322
"Female",60,"Texas","Yes",4,48.773
"Male",45,"New York","No",11,91.86
"Male",58,"California","Yes",1,56.117
"Male",52,"Other","No",10,69.632
"Female",52,"Other","No",14,88.935
"Female",53,"Other","No",11,78.243
"Male",67,"Other","No",10,72.001
"Female",63,"Texas","No",11,80.067
"Female",58,"Texas","No",12,82.263
"Male",57,"Other","No",10,71.307
"Male",51,"New York","No",10,87.693
"Female",74,"Other","Yes",8,50.056
"Female",49,"New York","No",10,85.649
"Female",44,"New York","No",11,90.546
"Male",67,"Florida","No",10,78.388
"Male",47,"Other","No",11,74.025
"Male",62,"Other","No",11,76.776
"Male",60,"New York","No",12,98.324
"Male",38,"Other","No",11,71.198
"Female",58,"Florida","No",12,91.27
"Female",56,"Other","No",10,74.513
"Male",56,"Texas","Yes",6,54.568
"Male",43,"California","No",6,72.576
"Female",57,"California","Yes",2,55.039
"Female",61,"Florida","Yes",8,58.442
"Female",52,"California","Yes",1,53.434
"Female",53,"California","No",9,86.666
"Male",49,"New York","No",13,102.877
"Male",38,"Other","No",11,72.956
"Female",39,"Other","No",11,76.189
"Female",49,"Texas","No",13,84.809
"Female",41,"Other","Yes",8,49.755
"Male",61,"Other","Yes",7,62.474
"Female",41,"Other","No",10,66.127
"Female",51,"Florida","No",13,105.97
"Male",42,"Texas","No",9,70.55
"Male",54,"California","No",10,98.626
"Male",56,"Texas","No",10,75.908
"Female",62,"Other","Yes",8,48.367
"Male",47,"California","No",7,77.989
"Male",47,"Florida","No",11,96.079
"Female",58,"Other","Yes",5,47.025
"Male",55,"Other","No",12,81.147
"Female",51,"Other","No",11,73.396
"Female",42,"Other","Yes",9,49.63
"Male",58,"Florida","No",10,80.744
"Female",53,"New York","No",13,96.816
"Male",51,"California","No",9,83.975
"Female",40,"Texas","No",11,74.462
"Male",47,"Texas","No",9,75.059
"Male",64,"Florida","No",12,86.264
"Male",50,"Other","Yes",5,44.428
"Male",54,"New York","No",11,98.956
"Female",50,"Florida","No",13,87.156
"Female",64,"California","No",7,81.17
"Female",62,"Other","No",12,84.019
"Female",47,"Other","Yes",7,50.025
"Female",46,"Other","Yes",6,48.819
"Male",54,"Other","No",9,65.135
"Male",48,"Texas","No",10,78.445
"Female",60,"Texas","Yes",10,70.643
"Male",55,"Other","No",12,78.136
"Male",42,"Other","Yes",5,48.656
"Female",41,"Florida","No",9,76.753
"Male",42,"Texas","Yes",5,49.783
"Male",63,"Other","No",13,82.843
"Female",58,"Other","Yes",10,64.748
"Female",46,"Illinois","No",10,79.202
"Female",63,"California","No",8,84.028
"Female",32,"Other","Yes",9,47.23
"Female",72,"Florida","Yes",6,50.998
"Female",54,"New York","No",9,83.267
"Female",35,"New York","No",15,109.416
"Female",60,"Florida","No",9,83.959
"Female",51,"Texas","No",10,73.57
"Female",52,"Illinois","No",13,93.114
"Female",61,"Illinois","No",10,82.331
"Female",50,"Other","Yes",8,47.791
"Male",60,"Other","No",8,61.73
"Female",53,"Other","No",8,62.338
"Female",50,"Florida","No",10,75.827
"Male",67,"Illinois","No",14,92.628
"Male",47,"Other","No",10,68.762
"Male",56,"New York","No",10,87.673
"Male",42,"Other","No",12,76.723
"Male",48,"Florida","Yes",4,49.557
"Female",66,"Other","No",9,66.937
"Female",46,"Florida","Yes",6,58.206
"Male",60,"Other","Yes",5,45.909
"Female",65,"Florida","No",7,66.344
"Female",51,"Other","Yes",7,53.9
"Male",62,"Other","No",11,79.424
"Male",62,"California","No",8,83.761
"Female",41,"Other","No",9,66.832
"Female",63,"Texas","No",10,78.491
"Male",49,"New York","No",13,96.542
"Female",52,"Other","No",10,72.373
"Male",51,"Texas","No",11,77.001
"Female",59,"Other","Yes",5,49.372
"Female",39,"New York","No",13,96.056
"Male",71,"California","No",8,80.894
"Female",28,"Texas","No",11,70.78
"Female",52,"Other","No",9,72.724
"Male",52,"Florida","No",9,73.799
"Male",43,"Florida","No",13,89.886
"Female",62,"Texas","No",13,100.972
"Female",64,"Texas","No",10,75.786
"Female",56,"California","Yes",2,55.03
"Male",39,"New York","No",14,96.969
"Male",56,"Other","No",8,62.071
"Male",41,"Texas","Yes",4,44.311
"Male",65,"Other","No",10,75.509
"Female",41,"Other","No",13,82.866
"Male",61,"Other","Yes",5,44.342
"Female",50,"Other","Yes",11,55.852
"Male",49,"California","Yes",2,56.267
"Male",53,"Other","Yes",5,47.107
"Male",38,"Other","No",10,70.005
"Female",50,"Texas","No",10,79.72
"Female",50,"Florida","No",7,66.983
"Male",55,"California","No",8,81.683
"Male",47,"New York","No",10,87.895
"Male",55,"Other","No",8,65.389
"Male",55,"Other","No",11,76.175
"Female",48,"California","No",9,86.798
"Female",59,"California","Yes",0,50.619
"Male",36,"California","No",10,87.35
"Female",53,"Other","No",11,74.394
"Female",59,"Texas","No",10,77.634
"Male",47,"California","No",7,75.515
"Female",65,"New York","No",10,86.743
"Male",46,"Other","No",13,79.199
"Female",73,"California","No",7,84.099
"Female",53,"Florida","No",10,85.917
"Female",55,"Other","No",14,84.26
"Male",48,"Other","No",13,78.243
"Male",69,"Florida","No",13,90.651
"Male",44,"Other","No",13,76.794
"Female",49,"Florida","No",9,74.612
"Male",49,"California","No",6,72.133
"Male",53,"Other","No",12,80.411
"Male",59,"Other","No",10,70.55
"Female",48,"Florida","No",13,86.622
"Male",56,"Other","No",10,75.512
"Male",49,"New York","No",14,118.129
"Female",69,"Other","No",11,77.614
"Female",66,"Texas","No",11,81.313
"Male",54,"Florida","No",15,94.161
"Female",62,"Other","No",9,66.194
"Female",41,"Texas","No",10,71.716
"Male",65,"New York","Yes",11,73.386
"Female",45,"Other","No",11,74.297
"Female",49,"Florida","No",12,90.593
"Female",46,"Other","Yes",4,40.212
"Female",54,"Other","No",11,75.291
"Female",41,"Illinois","No",13,88.489
"Female",47,"California","No",4,64.607
"Female",69,"Other","No",9,68.854
"Male",64,"California","No",6,73.935
"Female",60,"Other","No",12,76.033
"Female",64,"Other","No",8,63.243
"Female",55,"Other","No",13,83.758
"Male",56,"California","No",8,80.955
"Male",60,"Other","No",9,66.615
"Female",54,"Other","Yes",7,47.75
"Female",56,"Other","No",12,83.152
"Male",50,"Texas","No",13,85.568
"Female",61,"New York","No",10,88.015
"Male",47,"Other","No",12,77.137
"Male",46,"Other","No",13,80.163
"Female",43,"Texas","No",13,107.283
"Male",45,"Other","No",9,65.832
"Female",71,"Other","Yes",9,50.224
"Male",48,"Other","Yes",5,47.254
"Female",60,"Florida","No",11,81.717
"Female",64,"California","No",7,77.772
"Male",44,"Illinois","Yes",5,56.863
"Female",56,"Other","No",11,73.499
"Male",64,"Texas","Yes",5,47.19
"Male",55,"Other","No",13,84.974
"Female",74,"California","No",7,78.22
"Male",64,"Florida","No",10,79.869
"Female",59,"New York","No",13,102.29
"Male",62,"New York","No",13,102.854
"Male",55,"Other","No",12,78.622
"Male",48,"Other","No",9,66.121
"Male",47,"California","Yes",1,52.275
"Female",33,"Other","Yes",6,51.364
"Female",44,"Texas","No",12,81.604
"Female",45,"Other","No",8,62.598
"Male",35,"Other","No",13,80.116
"Female",41,"Other","No",8,78.463
"Male",48,"Other","No",10,73.747
"Female",71,"Other","No",12,76.006
"Male",40,"California","No",7,73.858
"Female",54,"California","No",6,73.541
"Male",58,"California","Yes",2,55.997
"Male",35,"Other","No",9,64.557
"Male",52,"Other","No",13,78.671
"Female",35,"California","Yes",2,54.204
"Female",57,"Other","Yes",6,50.626
"Male",36,"California","No",5,73.512
"Male",61,"Florida","Yes",7,56.39
"Male",65,"Illinois","Yes",4,51.613
"Female",45,"New York","Yes",6,67.572
"Male",53,"California","No",9,83.392
"Female",41,"Texas","Yes",6,49.143
"Male",63,"New York","No",13,100.541
"Male",48,"Other","No",11,81.138
"Male",41,"Other","Yes",5,40.436
"Male",43,"Other","Yes",5,43.162
"Female",51,"California","Yes",2,57.11
"Female",70,"Florida","No",10,76.088
"Male",45,"New York","No",10,88.395
"Male",47,"Florida","No",10,75.774
"Female",67,"New York","No",11,98.756
"Male",44,"Other","No",11,77.191
"Male",44,"Other","No",12,76.532
"Female",53,"California","No",8,85.763
"Female",61,"Other","No",15,106.084
"Male",48,"California","No",4,68.291
"Female",50,"Other","Yes",7,47.069
"Female",51,"Other","No",11,76.522
"Male",34,"California","No",9,78.357
"Female",39,"Other","Yes",4,35.926
"Male",61,"New York","No",7,81.579
"Male",54,"Other","Yes",6,46.652
"Female",44,"Texas","Yes",8,56.891
"Female",67,"Florida","Yes",7,53.942
"Female",62,"Other","No",11,80.33
"Female",46,"Other","No",12,77.642
"Male",52,"New York","No",11,93.036
"Female",67,"Texas","No",10,76.643
"Female",59,"Florida","No",11,83.453
"Female",40,"Other","No",9,63.589
"Male",42,"Other","No",12,74.82
"Female",42,"Illinois","No",9,78.043
"Male",46,"Other","No",13,78.544
"Male",68,"Other","No",13,87.323
"Male",49,"New York","No",9,81.794
"Female",65,"California","Yes",2,59.232
"Male",39,"Other","Yes",6,40.826
"Female",46,"New York","No",12,95.028
"Female",52,"Other","No",12,79.304
"Female",34,"California","Yes",4,55.844
"Male",53,"Florida","Yes",6,51.758
"Male",61,"Other","No",10,73.325
"Male",62,"Other","Yes",8,49.336
"Male",59,"California","No",9,86.905
"Female",50,"California","No",7,77.641
"Female",64,"Florida","No",11,83.686
"Male",49,"Florida","Yes",5,57.755
"Female",54,"Other","No",12,78.792
"Female",34,"New York","No",10,81.382
"Female",47,"New York","No",11,92.471
"Male",42,"Other","No",10,66.595
"Female",47,"California","Yes",4,63.386
"Female",44,"Other","No",10,70.09
"Male",42,"Other","No",10,83.633
"Male",52,"New York","No",12,94.884
"Female",50,"Florida","No",9,79.966
"Female",52,"New York","No",10,88.118
"Female",48,"New York","No",12,93.035
"Male",62,"Florida","No",9,74.507
"Female",52,"New York","No",8,88.995
"Male",54,"Illinois","No",14,111.003
"Female",50,"California","No",8,83.168
"Male",49,"Texas","No",11,79.419
"Female",50,"Other","No",12,74.881
"Male",57,"New York","No",10,86.803
"Female",38,"Texas","No",10,78.359
"Male",64,"New York","No",8,83.559
"Male",54,"California","No",6,74.218
"Male",55,"Other","No",11,76.228
"Female",42,"Other","No",12,81.846
"Female",45,"California","No",5,77.327
"Male",48,"California","No",6,72.963
"Male",42,"New York","No",12,98.053
"Female",43,"California","No",7,76.482
"Female",55,"Other","No",10,76.922
"Male",51,"California","No",9,87.315
"Male",64,"Other","Yes",8,50.633
"Female",46,"Texas","No",12,91.728
"Male",59,"New York","No",10,101.782
"Male",60,"Florida","No",9,77.436
"Female",65,"Other","No",9,67.054
"Female",52,"Texas","No",8,79.181
"Female",62,"California","Yes",3,57.918
"Male",57,"Florida","No",7,68.067
"Female",59,"Other","No",12,80.877
"Male",56,"Florida","No",10,89.039
"Female",52,"Other","No",10,70.073
"Male",59,"California","No",9,84.123
"Female",49,"Other","No",11,74.092
"Female",42,"Other","Yes",5,48.404
"Female",54,"Other","No",13,81.495
"Male",51,"Other","No",12,75.681
"Male",56,"Other","No",12,81.686
"Female",60,"California","No",5,70.859
"Male",37,"Illinois","No",12,81.515
"Male",41,"Other","Yes",7,43.389
"Male",52,"Other","No",9,66.43
"Female",51,"Texas","No",10,80.298
"Male",33,"California","No",9,78.391
"Male",57,"Texas","Yes",6,72.52
"Female",44,"New York","Yes",6,62.572
"Male",80,"Texas","No",12,78.183
"Male",35,"New York","No",13,101.692
"Male",48,"Texas","No",11,77.477
"Female",53,"Other","No",13,82.832
"Male",53,"Other","Yes",9,53.88
"Female",55,"Florida","No",9,77.049
"Female",42,"California","No",10,85.248
"Male",61,"Other","No",11,72.87
"Male",55,"New York","No",12,100.466
"Female",43,"California","No",5,67.666
"Male",58,"California","Yes",4,60.193
"Male",67,"California","No",3,67.906
"Male",43,"Texas","No",11,76.309
"Male",67,"Other","No",14,85.48
"Female",58,"California","No",7,80.859
"Female",33,"Other","No",13,77.328
"Male",53,"Other","No",11,75.665
"Female",42,"Other","No",12,75.573
"Male",62,"Other","No",9,74.019
"Female",39,"California","No",4,64.118
"Male",42,"California","No",6,72.416
"Male",58,"Florida","No",12,86.79
"Male",51,"Other","No",11,78.18
"Female",56,"New York","No",10,95.3
"Female",56,"California","No",6,75.25
"Female",52,"California","No",3,69.524
"Female",61,"California","No",7,84.29
"Female",49,"California","No",8,81.906
"Female",47,"Other","No",15,87.622
"Male",48,"Other","No",9,65.326
"Male",64,"Illinois","No",13,93.461
"Male",49,"California","No",9,83.788
"Female",59,"Other","Yes",6,45.088
"Male",54,"Other","No",13,83.525
"Male",53,"California","Yes",0,54.572
"Male",67,"Texas","No",10,77.707
"Female",64,"Other","No",10,71.629
"Male",49,"California","Yes",4,58.671
"Male",45,"Other","No",9,72.159
"Male",46,"New York","No",11,89.144
"Male",55,"California","No",9,87.496
"Male",54,"California","No",8,80.711
"Female",50,"Texas","No",13,85.785
"Male",55,"Illinois","Yes",6,55.887
"Female",50,"New York","No",13,106.215
"Male",44,"New York","No",10,86.994
"Male",40,"Florida","No",9,69.044
"Male",64,"Other","No",13,88.454
"Male",50,"Other","No",10,68.44
"Male",65,"Other","No",10,75.702
"Male",50,"Other","No",11,73.161
"Male",55,"Florida","No",11,84.878
"Female",76,"Other","Yes",8,48.566
"Male",57,"Other","No",13,86.985
"Male",41,"Other","No",10,71.025
"Male",51,"Other","No",10,70.402
"Male",49,"Other","No",8,71.662
"Female",31,"Other","No",11,68.204
"Female",65,"Other","No",14,86.257
"Female",43,"California","No",7,76.237
"Male",50,"Florida","No",10,75.648
"Female",52,"Other","No",12,80.953
"Female",59,"Other","No",11,75.421
"Female",57,"California","No",6,78.081
"Female",36,"Other","Yes",9,49.065
"Female",66,"Other","No",11,81.29
"Male",47,"Other","No",12,80.631
"Male",45,"Other","No",12,75.247
"Female",56,"New York","No",14,104.031
"Female",52,"Other","No",14,82.993
"Female",38,"New York","No",12,92.905
"Female",74,"California","No",6,72.746
"Female",66,"Other","No",11,75.181
"Male",47,"Other","No",10,69.391
"Female",44,"New York","No",12,105.574
"Female",40,"Other","Yes",8,45.847
"Female",60,"Other","No",10,69.453
"Female",60,"Other","No",10,69.565
"Male",60,"Other","Yes",6,43.91
"Female",51,"Other","Yes",7,49.533
"Female",58,"California","No",7,95.103
"Female",52,"Other","No",10,77.386
"Male",52,"Other","No",11,84.986
"Male",50,"Other","No",10,72.519
"Male",70,"New York","No",11,89.259
"Male",59,"Other","No",9,70.341
"Female",37,"Other","No",10,68.883
"Female",60,"Texas","Yes",7,57.641
"Female",61,"Illinois","Yes",9,79.762
"Female",71,"Florida","No",11,82.13
"Female",37,"New York","No",14,97.513
"Female",63,"California","No",8,85.216
"Female",69,"Other","No",14,85.649
"Female",48,"California","No",6,77.412
"Male",55,"Other","Yes",7,48.668
"Female",45,"Other","No",9,72.078
"Female",49,"Other","No",9,65.922
"Female",46,"New York","No",11,90.975
"Male",54,"California","Yes",4,67.976
"Female",52,"New York","No",13,104.817
"Female",69,"Other","No",13,83.06
"Female",34,"California","No",8,75.469
"Female",50,"Florida","Yes",6,71.278
"Male",48,"California","No",6,73.071
"Female",52,"Other","No",11,77.07
"Female",50,"Other","No",11,71.847
"Male",51,"Texas","No",10,86.683
"Female",55,"Other","No",12,77.697
"Male",52,"California","No",4,66.862
"Female",52,"Other","Yes",7,46.519
